note_id,snapshot_id,account_id,snapshot_date,hardship_signal,income_shock_signal,missed_payment_signal,arrangement_break_signal,collections_signal,vulnerability_signal,note_signal_score,parser_confidence,extraction_method
N0001100,A100841_2025-02-28,A100841,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001101,A102159_2026-01-31,A102159,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001102,A101693_2025-12-31,A101693,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001103,A100739_2026-01-31,A100739,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001104,A100055_2025-04-30,A100055,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001105,A101374_2025-07-31,A101374,2025-07-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001106,A100481_2026-03-31,A100481,2026-03-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001107,A101662_2026-05-31,A101662,2026-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001108,A101118_2026-05-31,A101118,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001109,A102453_2025-12-31,A102453,2025-12-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001110,A101009_2025-02-28,A101009,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001111,A102355_2025-05-31,A102355,2025-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001112,A101041_2025-07-31,A101041,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001113,A102169_2025-02-28,A102169,2025-02-28,0,0,1,1,1,0,0.5500,0.92,deterministic_keyword_rules_v1
N0001114,A100098_2025-03-31,A100098,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001115,A101384_2025-12-31,A101384,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001116,A100247_2026-01-31,A100247,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001117,A100038_2025-04-30,A100038,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001118,A101376_2025-03-31,A101376,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001119,A100713_2025-10-31,A100713,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001120,A102005_2025-05-31,A102005,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001121,A100416_2025-03-31,A100416,2025-03-31,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0001122,A100529_2025-01-31,A100529,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001123,A100014_2026-05-31,A100014,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001124,A100946_2025-05-31,A100946,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001125,A101701_2026-02-28,A101701,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001126,A101401_2025-11-30,A101401,2025-11-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001127,A101105_2025-10-31,A101105,2025-10-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001128,A101689_2025-01-31,A101689,2025-01-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001129,A101299_2025-01-31,A101299,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001130,A102313_2025-11-30,A102313,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001131,A101981_2025-11-30,A101981,2025-11-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001132,A100673_2026-04-30,A100673,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001133,A100874_2025-12-31,A100874,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001134,A102413_2025-06-30,A102413,2025-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001135,A101162_2026-06-30,A101162,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001136,A101489_2026-04-30,A101489,2026-04-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001137,A100620_2025-01-31,A100620,2025-01-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001138,A100093_2025-04-30,A100093,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001139,A101210_2026-01-31,A101210,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001140,A101751_2026-03-31,A101751,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001141,A101640_2025-09-30,A101640,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001142,A102177_2026-02-28,A102177,2026-02-28,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0001143,A100152_2025-11-30,A100152,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001144,A100374_2025-06-30,A100374,2025-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001145,A101284_2026-05-31,A101284,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001146,A101545_2025-01-31,A101545,2025-01-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001147,A102476_2025-02-28,A102476,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001148,A101837_2026-03-31,A101837,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001149,A100891_2026-05-31,A100891,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001150,A100726_2025-09-30,A100726,2025-09-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001151,A101338_2025-11-30,A101338,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001152,A100941_2025-01-31,A100941,2025-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001153,A101580_2026-05-31,A101580,2026-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001154,A101401_2025-06-30,A101401,2025-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001155,A102081_2025-11-30,A102081,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001156,A102171_2026-05-31,A102171,2026-05-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001157,A101150_2025-07-31,A101150,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001158,A100804_2025-02-28,A100804,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001159,A100035_2026-06-30,A100035,2026-06-30,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0001160,A100652_2026-02-28,A100652,2026-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001161,A100152_2025-04-30,A100152,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001162,A101296_2025-12-31,A101296,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001163,A100429_2025-05-31,A100429,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001164,A101677_2025-02-28,A101677,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001165,A101856_2025-11-30,A101856,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001166,A102306_2025-12-31,A102306,2025-12-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001167,A100769_2026-05-31,A100769,2026-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001168,A100906_2026-05-31,A100906,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001169,A101144_2026-02-28,A101144,2026-02-28,0,0,1,1,1,0,0.5500,0.92,deterministic_keyword_rules_v1
N0001170,A101234_2026-06-30,A101234,2026-06-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001171,A102043_2025-09-30,A102043,2025-09-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001172,A102270_2025-03-31,A102270,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001173,A101868_2026-02-28,A101868,2026-02-28,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001174,A101035_2026-04-30,A101035,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001175,A100369_2025-05-31,A100369,2025-05-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001176,A101566_2025-08-31,A101566,2025-08-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001177,A101865_2025-12-31,A101865,2025-12-31,0,0,0,1,1,0,0.3500,0.86,deterministic_keyword_rules_v1
N0001178,A101641_2025-06-30,A101641,2025-06-30,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001179,A100294_2025-03-31,A100294,2025-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001180,A101354_2026-03-31,A101354,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001181,A100128_2025-09-30,A100128,2025-09-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001182,A100345_2026-03-31,A100345,2026-03-31,0,0,1,1,1,0,0.5500,0.92,deterministic_keyword_rules_v1
N0001183,A102061_2025-10-31,A102061,2025-10-31,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001184,A101757_2025-05-31,A101757,2025-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001185,A100477_2026-04-30,A100477,2026-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001186,A102228_2025-04-30,A102228,2025-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001187,A100085_2025-07-31,A100085,2025-07-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001188,A101228_2025-02-28,A101228,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001189,A100386_2025-11-30,A100386,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001190,A100221_2025-11-30,A100221,2025-11-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001191,A102231_2025-02-28,A102231,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001192,A101633_2025-03-31,A101633,2025-03-31,1,0,0,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001193,A100323_2025-02-28,A100323,2025-02-28,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001194,A101176_2026-04-30,A101176,2026-04-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001195,A100529_2026-01-31,A100529,2026-01-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001196,A101787_2025-04-30,A101787,2025-04-30,0,0,1,0,0,0,0.2000,0.86,deterministic_keyword_rules_v1
N0001197,A100758_2026-05-31,A100758,2026-05-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001198,A102102_2026-03-31,A102102,2026-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001199,A101731_2025-03-31,A101731,2025-03-31,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
N0001200,A102145_2026-06-30,A102145,2026-06-30,0,0,0,0,0,0,0.0000,0.68,deterministic_keyword_rules_v1
